rowid,COUNTRY,INDICATOR,YR,AMOUNT,Government Type,Regime_type,Continent
3305,Chad,Government expenditure per tertiary student constant PPP,2004,4417,presidential republic,Authoritarian,Africa
3306,Chad,Government expenditure per tertiary student constant US,2004,2100,presidential republic,Authoritarian,Africa
3307,Chad,Government expenditure per tertiary student PPP,2004,3688,presidential republic,Authoritarian,Africa
3308,Chad,Government expenditure per tertiary student US,2004,1226,presidential republic,Authoritarian,Africa
3309,Chad,Labor force total,2004,3576372,presidential republic,Authoritarian,Africa
3310,Chad,Population growth annual pct,2004,3,presidential republic,Authoritarian,Africa
3311,Chad,Population total,2004,9710043,presidential republic,Authoritarian,Africa
3312,Chad,GDP at market prices current US,2005,6646663561,presidential republic,Authoritarian,Africa
3313,Chad,GDP per capita current US,2005,660,presidential republic,Authoritarian,Africa
3314,Chad,Government expenditure per tertiary student as pct of GDP per capita pct,2005,258,presidential republic,Authoritarian,Africa
3315,Chad,Government expenditure per tertiary student constant PPP,2005,4785,presidential republic,Authoritarian,Africa
3316,Chad,Government expenditure per tertiary student constant US,2005,2275,presidential republic,Authoritarian,Africa
3317,Chad,Government expenditure per tertiary student PPP,2005,4124,presidential republic,Authoritarian,Africa
3318,Chad,Government expenditure per tertiary student US,2005,1705,presidential republic,Authoritarian,Africa
3319,Chad,Labor force total,2005,3708251,presidential republic,Authoritarian,Africa
3320,Chad,Population growth annual pct,2005,3,presidential republic,Authoritarian,Africa
3321,Chad,Population total,2005,10067009,presidential republic,Authoritarian,Africa
3322,Chad,GDP at market prices current US,2006,7422102656,presidential republic,Authoritarian,Africa
3323,Chad,GDP per capita current US,2006,712,presidential republic,Authoritarian,Africa
3324,Chad,Government expenditure per tertiary student as pct of GDP per capita pct,2006,0,presidential republic,Authoritarian,Africa
3325,Chad,Government expenditure per tertiary student constant PPP,2006,0,presidential republic,Authoritarian,Africa
3326,Chad,Government expenditure per tertiary student constant US,2006,0,presidential republic,Authoritarian,Africa
3327,Chad,Government expenditure per tertiary student PPP,2006,0,presidential republic,Authoritarian,Africa
3328,Chad,Government expenditure per tertiary student US,2006,0,presidential republic,Authoritarian,Africa
3329,Chad,Labor force total,2006,3836676,presidential republic,Authoritarian,Africa
3330,Chad,Population growth annual pct,2006,3,presidential republic,Authoritarian,Africa
3331,Chad,Population total,2006,10421597,presidential republic,Authoritarian,Africa
3332,Chad,GDP at market prices current US,2007,8638711443,presidential republic,Authoritarian,Africa
3333,Chad,GDP per capita current US,2007,801,presidential republic,Authoritarian,Africa
3334,Chad,Government expenditure per tertiary student as pct of GDP per capita pct,2007,0,presidential republic,Authoritarian,Africa
3335,Chad,Government expenditure per tertiary student constant PPP,2007,0,presidential republic,Authoritarian,Africa
3336,Chad,Government expenditure per tertiary student constant US,2007,0,presidential republic,Authoritarian,Africa
3337,Chad,Government expenditure per tertiary student PPP,2007,0,presidential republic,Authoritarian,Africa
3338,Chad,Government expenditure per tertiary student US,2007,0,presidential republic,Authoritarian,Africa
3339,Chad,Labor force total,2007,3967942,presidential republic,Authoritarian,Africa
3340,Chad,Population growth annual pct,2007,3,presidential republic,Authoritarian,Africa
3341,Chad,Population total,2007,10775708,presidential republic,Authoritarian,Africa
3342,Chad,GDP at market prices current US,2008,10351932604,presidential republic,Authoritarian,Africa
3343,Chad,GDP per capita current US,2008,929,presidential republic,Authoritarian,Africa
3344,Chad,Government expenditure per tertiary student as pct of GDP per capita pct,2008,0,presidential republic,Authoritarian,Africa
3345,Chad,Government expenditure per tertiary student constant PPP,2008,0,presidential republic,Authoritarian,Africa
3346,Chad,Government expenditure per tertiary student constant US,2008,0,presidential republic,Authoritarian,Africa
3347,Chad,Government expenditure per tertiary student PPP,2008,0,presidential republic,Authoritarian,Africa
3348,Chad,Government expenditure per tertiary student US,2008,0,presidential republic,Authoritarian,Africa
3349,Chad,Labor force total,2008,4103944,presidential republic,Authoritarian,Africa
3350,Chad,Population growth annual pct,2008,3,presidential republic,Authoritarian,Africa
3351,Chad,Population total,2008,11133861,presidential republic,Authoritarian,Africa
3352,Chad,GDP at market prices current US,2009,9253484108,presidential republic,Authoritarian,Africa
3353,Chad,GDP per capita current US,2009,804,presidential republic,Authoritarian,Africa
3354,Chad,Government expenditure per tertiary student as pct of GDP per capita pct,2009,161,presidential republic,Authoritarian,Africa
3355,Chad,Government expenditure per tertiary student constant PPP,2009,2921,presidential republic,Authoritarian,Africa
3356,Chad,Government expenditure per tertiary student constant US,2009,1389,presidential republic,Authoritarian,Africa
3357,Chad,Government expenditure per tertiary student PPP,2009,2736,presidential republic,Authoritarian,Africa
3358,Chad,Government expenditure per tertiary student US,2009,1298,presidential republic,Authoritarian,Africa
3359,Chad,Labor force total,2009,4246445,presidential republic,Authoritarian,Africa
3360,Chad,Population growth annual pct,2009,3,presidential republic,Authoritarian,Africa
3361,Chad,Population total,2009,11502786,presidential republic,Authoritarian,Africa
3362,Chad,GDP at market prices current US,2010,10657705536,presidential republic,Authoritarian,Africa
3363,Chad,GDP per capita current US,2010,896,presidential republic,Authoritarian,Africa
3364,Chad,Government expenditure per tertiary student as pct of GDP per capita pct,2010,210,presidential republic,Authoritarian,Africa
3365,Chad,Government expenditure per tertiary student constant PPP,2010,4183,presidential republic,Authoritarian,Africa
3366,Chad,Government expenditure per tertiary student constant US,2010,1989,presidential republic,Authoritarian,Africa
3367,Chad,Government expenditure per tertiary student PPP,2010,3967,presidential republic,Authoritarian,Africa
3368,Chad,Government expenditure per tertiary student US,2010,1885,presidential republic,Authoritarian,Africa
3369,Chad,Labor force total,2010,4395386,presidential republic,Authoritarian,Africa
3370,Chad,Population growth annual pct,2010,3,presidential republic,Authoritarian,Africa
3371,Chad,Population total,2010,11887202,presidential republic,Authoritarian,Africa
3372,Chad,GDP at market prices current US,2011,12156380425,presidential republic,Authoritarian,Africa
3373,Chad,GDP per capita current US,2011,989,presidential republic,Authoritarian,Africa
3374,Chad,Government expenditure per tertiary student as pct of GDP per capita pct,2011,185,presidential republic,Authoritarian,Africa
3375,Chad,Government expenditure per tertiary student constant PPP,2011,3573,presidential republic,Authoritarian,Africa
3376,Chad,Government expenditure per tertiary student constant US,2011,1699,presidential republic,Authoritarian,Africa
3377,Chad,Government expenditure per tertiary student PPP,2011,3458,presidential republic,Authoritarian,Africa
3378,Chad,Government expenditure per tertiary student US,2011,1835,presidential republic,Authoritarian,Africa
3379,Chad,Labor force total,2011,4549283,presidential republic,Authoritarian,Africa
3380,Chad,Population growth annual pct,2011,3,presidential republic,Authoritarian,Africa
3381,Chad,Population total,2011,12288651,presidential republic,Authoritarian,Africa
3382,Chad,GDP at market prices current US,2012,12368071039,presidential republic,Authoritarian,Africa
3383,Chad,GDP per capita current US,2012,973,presidential republic,Authoritarian,Africa
3384,Chad,Government expenditure per tertiary student as pct of GDP per capita pct,2012,0,presidential republic,Authoritarian,Africa
3385,Chad,Government expenditure per tertiary student constant PPP,2012,0,presidential republic,Authoritarian,Africa
3386,Chad,Government expenditure per tertiary student constant US,2012,0,presidential republic,Authoritarian,Africa
3387,Chad,Government expenditure per tertiary student PPP,2012,0,presidential republic,Authoritarian,Africa
3388,Chad,Government expenditure per tertiary student US,2012,0,presidential republic,Authoritarian,Africa
3389,Chad,Labor force total,2012,4710206,presidential republic,Authoritarian,Africa
3390,Chad,Population growth annual pct,2012,3,presidential republic,Authoritarian,Africa
3391,Chad,Population total,2012,12705135,presidential republic,Authoritarian,Africa
3392,Chad,GDP at market prices current US,2013,12949854263,presidential republic,Authoritarian,Africa
3393,Chad,GDP per capita current US,2013,986,presidential republic,Authoritarian,Africa
3394,Chad,Government expenditure per tertiary student as pct of GDP per capita pct,2013,0,presidential republic,Authoritarian,Africa
3395,Chad,Government expenditure per tertiary student constant PPP,2013,0,presidential republic,Authoritarian,Africa
3396,Chad,Government expenditure per tertiary student constant US,2013,0,presidential republic,Authoritarian,Africa
3397,Chad,Government expenditure per tertiary student PPP,2013,0,presidential republic,Authoritarian,Africa
3398,Chad,Government expenditure per tertiary student US,2013,0,presidential republic,Authoritarian,Africa
3399,Chad,Labor force total,2013,4878876,presidential republic,Authoritarian,Africa
3400,Chad,Population growth annual pct,2013,3,presidential republic,Authoritarian,Africa
3401,Chad,Population total,2013,13133589,presidential republic,Authoritarian,Africa
3402,Chad,GDP at market prices current US,2014,13922223234,presidential republic,Authoritarian,Africa
3403,Chad,GDP per capita current US,2014,1025,presidential republic,Authoritarian,Africa
3404,Chad,Government expenditure per tertiary student as pct of GDP per capita pct,2014,0,presidential republic,Authoritarian,Africa
3405,Chad,Government expenditure per tertiary student constant PPP,2014,0,presidential republic,Authoritarian,Africa
3406,Chad,Government expenditure per tertiary student constant US,2014,0,presidential republic,Authoritarian,Africa
3407,Chad,Government expenditure per tertiary student PPP,2014,0,presidential republic,Authoritarian,Africa
3408,Chad,Government expenditure per tertiary student US,2014,0,presidential republic,Authoritarian,Africa
3409,Chad,Labor force total,2014,5052841,presidential republic,Authoritarian,Africa
